SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
AW3559,HEL - CDG,2025-05-20 16:35:00,2025-05-20 19:20:00,2024-11-25,-176,OPEN,2,189,189,L,129.0,3,517.0,451.15,0.02,3,ACTIVATED
AW7648,CDG - OSL,2025-05-20 16:45:00,2025-05-20 18:25:00,2024-11-25,-176,OPEN,2,189,189,T,65.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4637,VIE - CDG,2025-05-20 18:00:00,2025-05-20 20:05:00,2024-11-25,-176,OPEN,2,189,189,T,60.0,1,70.0,51.2,0.01,1,ACTIVATED
AW3422,CDG - TLL,2025-05-20 19:00:00,2025-05-20 23:45:00,2024-11-25,-176,OPEN,2,186,186,T,92.0,3,253.0,69.2,0.02,3,SCHEDULED
AW7649,OSL - CDG,2025-05-20 19:05:00,2025-05-20 22:35:00,2024-11-25,-177,OPEN,2,189,189,X,82.0,2,222.0,176.78,0.01,2,ACTIVATED
AW3287,TLL - CDG,2025-05-20 20:00:00,2025-05-20 22:50:00,2024-11-25,-176,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2025-05-20 20:45:00,2025-05-20 22:25:00,2024-11-25,-176,OPEN,2,189,189,T,65.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7668,CDG - OSL,2025-05-20 21:15:00,2025-05-20 22:55:00,2024-11-25,-176,OPEN,2,189,189,T,65.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4780,CDG - VIE,2025-05-20 21:20:00,2025-05-20 23:30:00,2024-11-25,-176,OPEN,2,189,189,G,58.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7665,OSL - CDG,2025-05-21 06:00:00,2025-05-21 09:30:00,2024-11-25,-178,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4781,VIE - CDG,2025-05-21 06:15:00,2025-05-21 08:20:00,2024-11-25,-177,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7669,OSL - CDG,2025-05-21 06:30:00,2025-05-21 10:00:00,2024-11-25,-178,OPEN,2,189,189,T,57.0,1,57.0,34.21,0.01,1,ACTIVATED
AW3423,TLL - CDG,2025-05-21 06:45:00,2025-05-21 09:35:00,2024-11-25,-177,OPEN,2,186,186,T,80.0,9,643.0,436.0,0.05,9,SCHEDULED
AW7640,CDG - OSL,2025-05-21 07:15:00,2025-05-21 08:55:00,2024-11-25,-177,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3550,CDG - HEL,2025-05-21 08:30:00,2025-05-21 12:50:00,2024-11-25,-177,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7641,OSL - CDG,2025-05-21 09:35:00,2025-05-21 13:05:00,2024-11-25,-178,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3284,CDG - TLL,2025-05-21 10:05:00,2025-05-21 14:50:00,2024-11-25,-177,OPEN,2,189,189,X,111.0,2,318.0,200.46,0.01,2,SCHEDULED
AW4632,CDG - VIE,2025-05-21 10:15:00,2025-05-21 12:25:00,2024-11-25,-177,OPEN,2,189,189,T,66.0,4,432.0,274.96,0.02,4,ACTIVATED
AW3288,CDG - TLL,2025-05-21 10:55:00,2025-05-21 15:40:00,2024-11-25,-177,OPEN,2,186,186,K,135.0,12,1116.0,410.76,0.06,12,SCHEDULED
AW7644,CDG - OSL,2025-05-21 11:50:00,2025-05-21 13:30:00,2024-11-25,-177,OPEN,2,189,189,X,86.0,4,484.0,354.44,0.02,4,ACTIVATED
AW4633,VIE - CDG,2025-05-21 13:15:00,2025-05-21 15:20:00,2024-11-25,-177,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3551,HEL - CDG,2025-05-21 13:35:00,2025-05-21 16:20:00,2024-11-25,-177,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7645,OSL - CDG,2025-05-21 14:10:00,2025-05-21 17:40:00,2024-11-25,-178,OPEN,2,189,189,R,69.0,3,291.0,223.17,0.02,3,ACTIVATED
AW3286,CDG - TLL,2025-05-21 14:20:00,2025-05-21 19:05:00,2024-11-25,-177,OPEN,2,186,186,R,100.0,1,85.0,26.23,0.01,1,SCHEDULED
AW3558,CDG - HEL,2025-05-21 14:20:00,2025-05-21 18:40:00,2024-11-25,-177,OPEN,2,189,189,K,154.0,4,850.0,706.7,0.02,4,ACTIVATED
AW4636,CDG - VIE,2025-05-21 14:40:00,2025-05-21 16:50:00,2024-11-25,-177,OPEN,2,189,189,T,66.0,1,59.0,26.61,0.01,1,ACTIVATED
AW3285,TLL - CDG,2025-05-21 15:45:00,2025-05-21 18:35:00,2024-11-25,-177,OPEN,2,189,189,R,93.0,2,186.0,140.0,0.01,2,SCHEDULED
AW3289,TLL - CDG,2025-05-21 16:40:00,2025-05-21 19:30:00,2024-11-25,-177,OPEN,2,186,186,R,93.0,4,436.0,344.0,0.02,4,SCHEDULED
AW7646,CDG - OSL,2025-05-21 16:45:00,2025-05-21 18:25:00,2024-11-25,-177,OPEN,2,189,189,T,65.0,1,65.0,25.74,0.01,1,ACTIVATED
AW4637,VIE - CDG,2025-05-21 17:40:00,2025-05-21 19:45:00,2024-11-25,-177,OPEN,2,189,189,T,60.0,2,120.0,82.4,0.01,2,ACTIVATED
AW3422,CDG - TLL,2025-05-21 19:00:00,2025-05-21 23:45:00,2024-11-25,-177,OPEN,2,186,186,G,83.0,2,152.0,34.46,0.01,2,SCHEDULED
AW7647,OSL - CDG,2025-05-21 19:10:00,2025-05-21 22:40:00,2024-11-25,-178,OPEN,2,189,189,R,69.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3559,HEL - CDG,2025-05-21 19:25:00,2025-05-21 22:10:00,2024-11-25,-177,OPEN,2,189,189,L,129.0,9,1504.0,1306.45,0.05,9,ACTIVATED
AW3287,TLL - CDG,2025-05-21 20:00:00,2025-05-21 22:50:00,2024-11-25,-177,OPEN,2,186,186,R,93.0,4,359.0,267.0,0.02,4,SCHEDULED
AW7664,CDG - OSL,2025-05-21 20:45:00,2025-05-21 22:25:00,2024-11-25,-177,OPEN,2,189,189,T,65.0,4,232.0,102.44,0.02,4,ACTIVATED
AW7668,CDG - OSL,2025-05-21 21:15:00,2025-05-21 22:55:00,2024-11-25,-177,OPEN,2,189,189,T,65.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4780,CDG - VIE,2025-05-21 21:20:00,2025-05-21 23:30:00,2024-11-25,-177,OPEN,2,189,189,G,58.0,5,287.0,125.05,0.03,5,ACTIVATED
AW4781,VIE - CDG,2025-05-22 06:00:00,2025-05-22 08:05:00,2024-11-25,-178,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7665,OSL - CDG,2025-05-22 06:00:00,2025-05-22 09:30:00,2024-11-25,-179,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7669,OSL - CDG,2025-05-22 06:30:00,2025-05-22 10:00:00,2024-11-25,-179,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3423,TLL - CDG,2025-05-22 06:45:00,2025-05-22 09:35:00,2024-11-25,-178,OPEN,2,186,186,G,69.0,1,213.0,190.0,0.01,1,SCHEDULED
AW7640,CDG - OSL,2025-05-22 07:15:00,2025-05-22 08:55:00,2024-11-25,-178,OPEN,2,186,186,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3550,CDG - HEL,2025-05-22 08:10:00,2025-05-22 12:30:00,2024-11-25,-178,OPEN,2,189,189,V,172.0,12,2002.0,1613.32,0.06,12,ACTIVATED
AW7641,OSL - CDG,2025-05-22 09:35:00,2025-05-22 13:05:00,2024-11-25,-179,OPEN,2,186,186,T,57.0,2,114.0,68.78,0.01,2,ACTIVATED
AW4632,CDG - VIE,2025-05-22 09:45:00,2025-05-22 11:55:00,2024-11-25,-178,OPEN,2,189,189,T,66.0,2,150.0,85.22,0.01,2,ACTIVATED
AW4670,CDG - BUD,2025-05-22 10:05:00,2025-05-22 13:10:00,2024-11-25,-178,CANCELLED,2,189,99,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3288,CDG - TLL,2025-05-22 11:25:00,2025-05-22 16:10:00,2024-11-25,-178,OPEN,2,186,186,R,100.0,0,0.0,0.0,0.0,0,SCHEDULED
AW7644,CDG - OSL,2025-05-22 11:50:00,2025-05-22 13:30:00,2024-11-25,-178,OPEN,2,189,189,X,86.0,1,39.26,0.0,0.01,1,ACTIVATED
AW4633,VIE - CDG,2025-05-22 12:45:00,2025-05-22 14:50:00,2024-11-25,-178,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3551,HEL - CDG,2025-05-22 13:15:00,2025-05-22 16:00:00,2024-11-25,-178,OPEN,2,189,189,K,144.0,4,503.9,416.1,0.02,4,ACTIVATED
AW4671,BUD - CDG,2025-05-22 13:55:00,2025-05-22 18:50:00,2024-11-25,-179,CANCELLED,2,189,99,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7645,OSL - CDG,2025-05-22 14:15:00,2025-05-22 17:45:00,2024-11-25,-179,OPEN,2,189,189,R,69.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4636,CDG - VIE,2025-05-22 14:30:00,2025-05-22 16:40:00,2024-11-25,-178,OPEN,2,189,189,T,66.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3556,CDG - HEL,2025-05-22 15:00:00,2025-05-22 19:20:00,2024-11-25,-178,OPEN,2,189,189,K,154.0,6,1220.0,1011.92,0.03,6,ACTIVATED
AW7646,CDG - OSL,2025-05-22 15:20:00,2025-05-22 17:00:00,2024-11-25,-178,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3289,TLL - CDG,2025-05-22 17:10:00,2025-05-22 20:00:00,2024-11-25,-178,OPEN,2,186,186,R,93.0,6,590.0,452.0,0.03,6,SCHEDULED
AW4637,VIE - CDG,2025-05-22 17:30:00,2025-05-22 19:35:00,2024-11-25,-178,OPEN,2,189,189,R,70.0,38,3047.94,2333.54,0.2,38,ACTIVATED
AW7647,OSL - CDG,2025-05-22 17:40:00,2025-05-22 21:10:00,2024-11-25,-179,OPEN,2,189,189,T,57.0,1,57.0,34.39,0.01,1,ACTIVATED
AW3422,CDG - TLL,2025-05-22 19:00:00,2025-05-22 23:45:00,2024-11-25,-178,OPEN,2,186,186,T,92.0,6,524.0,171.38,0.03,6,SCHEDULED
AW3557,HEL - CDG,2025-05-22 20:05:00,2025-05-22 22:50:00,2024-11-25,-178,OPEN,2,189,189,K,144.0,34,6559.44,5813.14,0.18,34,ACTIVATED
AW7664,CDG - OSL,2025-05-22 20:45:00,2025-05-22 22:25:00,2024-11-25,-178,OPEN,2,189,189,R,75.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4780,CDG - VIE,2025-05-22 21:15:00,2025-05-22 23:25:00,2024-11-25,-178,OPEN,2,189,189,T,66.0,5,332.0,142.57,0.03,5,ACTIVATED
AW7668,CDG - OSL,2025-05-22 21:15:00,2025-05-22 22:55:00,2024-11-25,-178,OPEN,2,189,189,R,75.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7665,OSL - CDG,2025-05-23 06:00:00,2025-05-23 09:30:00,2024-11-25,-180,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7669,OSL - CDG,2025-05-23 06:30:00,2025-05-23 10:00:00,2024-11-25,-180,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3423,TLL - CDG,2025-05-23 06:35:00,2025-05-23 09:25:00,2024-11-25,-179,OPEN,2,186,186,T,80.0,6,414.0,276.0,0.03,6,SCHEDULED
AW4781,VIE - CDG,2025-05-23 06:55:00,2025-05-23 09:00:00,2024-11-25,-179,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7640,CDG - OSL,2025-05-23 07:20:00,2025-05-23 09:00:00,2024-11-25,-179,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3550,CDG - HEL,2025-05-23 07:30:00,2025-05-23 11:50:00,2024-11-25,-179,OPEN,2,189,189,K,154.0,10,1576.52,1183.92,0.05,10,ACTIVATED
AW3280,CDG - TLL,2025-05-23 09:05:00,2025-05-23 13:50:00,2024-11-25,-179,OPEN,2,186,186,R,100.0,8,792.0,269.41,0.04,8,SCHEDULED
AW7641,OSL - CDG,2025-05-23 09:40:00,2025-05-23 13:10:00,2024-11-25,-180,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4632,CDG - VIE,2025-05-23 10:05:00,2025-05-23 12:15:00,2024-11-25,-179,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7644,CDG - OSL,2025-05-23 11:10:00,2025-05-23 12:50:00,2024-11-25,-179,OPEN,2,189,189,K,110.0,5,643.0,446.7,0.03,5,ACTIVATED
AW3551,HEL - CDG,2025-05-23 12:35:00,2025-05-23 15:20:00,2024-11-25,-179,OPEN,2,189,189,T,92.0,12,1723.0,1459.6,0.06,12,ACTIVATED
AW4633,VIE - CDG,2025-05-23 13:05:00,2025-05-23 15:10:00,2024-11-25,-179,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3284,CDG - TLL,2025-05-23 13:25:00,2025-05-23 18:10:00,2024-11-25,-179,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7645,OSL - CDG,2025-05-23 13:35:00,2025-05-23 17:05:00,2024-11-25,-180,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3281,TLL - CDG,2025-05-23 14:50:00,2025-05-23 17:40:00,2024-11-25,-179,OPEN,2,186,186,T,80.0,5,496.0,381.0,0.03,5,SCHEDULED
AW3558,CDG - HEL,2025-05-23 14:55:00,2025-05-23 19:15:00,2024-11-25,-179,OPEN,2,189,189,K,154.0,4,678.0,534.7,0.02,4,ACTIVATED
AW4636,CDG - VIE,2025-05-23 14:55:00,2025-05-23 17:05:00,2024-11-25,-179,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7648,CDG - OSL,2025-05-23 16:25:00,2025-05-23 18:05:00,2024-11-25,-179,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4637,VIE - CDG,2025-05-23 17:55:00,2025-05-23 20:00:00,2024-11-25,-179,OPEN,2,189,189,T,60.0,38,2411.86,1697.46,0.2,38,ACTIVATED
AW7649,OSL - CDG,2025-05-23 18:45:00,2025-05-23 22:15:00,2024-11-25,-180,OPEN,2,189,189,R,69.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3422,CDG - TLL,2025-05-23 19:00:00,2025-05-23 23:45:00,2024-11-25,-179,OPEN,2,186,186,T,92.0,12,948.0,242.76,0.06,12,SCHEDULED
AW3285,TLL - CDG,2025-05-23 19:05:00,2025-05-23 21:55:00,2024-11-25,-179,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3559,HEL - CDG,2025-05-23 20:00:00,2025-05-23 22:45:00,2024-11-25,-179,OPEN,2,189,189,L,129.0,4,712.0,624.2,0.02,4,ACTIVATED
AW7664,CDG - OSL,2025-05-23 20:45:00,2025-05-23 22:25:00,2024-11-25,-179,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4780,CDG - VIE,2025-05-23 21:10:00,2025-05-23 23:20:00,2024-11-25,-179,OPEN,2,189,189,R,75.0,4,300.0,142.96,0.02,4,ACTIVATED
AW7668,CDG - OSL,2025-05-23 21:15:00,2025-05-23 22:55:00,2024-11-25,-179,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7665,OSL - CDG,2025-05-24 05:55:00,2025-05-24 09:25:00,2024-11-25,-181,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4781,VIE - CDG,2025-05-24 06:00:00,2025-05-24 08:05:00,2024-11-25,-180,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4670,CDG - BUD,2025-05-24 06:15:00,2025-05-24 09:20:00,2024-11-25,-180,OPEN,2,186,116,V,133.0,15,1617.0,1089.93,0.13,15,SCHEDULED
AW7669,OSL - CDG,2025-05-24 06:25:00,2025-05-24 09:55:00,2024-11-25,-181,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3423,TLL - CDG,2025-05-24 06:45:00,2025-05-24 09:35:00,2024-11-25,-180,OPEN,2,186,186,G,69.0,2,138.0,92.0,0.01,2,SCHEDULED
AW3550,CDG - HEL,2025-05-24 08:35:00,2025-05-24 12:55:00,2024-11-25,-180,OPEN,2,189,189,K,154.0,51,7789.7,6048.5,0.27,51,ACTIVATED
AW3280,CDG - TLL,2025-05-24 09:00:00,2025-05-24 13:45:00,2024-11-25,-180,OPEN,2,189,189,L,122.0,0,0.0,0.0,0.0,0,SCHEDULED
AW4671,BUD - CDG,2025-05-24 10:05:00,2025-05-24 15:00:00,2024-11-25,-181,OPEN,2,186,116,Q,152.0,23,2628.0,2402.14,0.2,23,DEACTIVATED
AW4636,CDG - VIE,2025-05-24 10:10:00,2025-05-24 12:20:00,2024-11-25,-180,OPEN,2,189,189,L,97.0,64,6643.84,4131.2,0.34,64,ACTIVATED
AW3288,CDG - TLL,2025-05-24 10:15:00,2025-05-24 15:00:00,2024-11-25,-180,OPEN,2,186,186,R,100.0,10,979.0,338.87,0.05,10,SCHEDULED
AW7644,CDG - OSL,2025-05-24 10:20:00,2025-05-24 12:00:00,2024-11-25,-180,OPEN,2,189,179,X,86.0,8,871.0,577.53,0.04,8,ACTIVATED
AW7645,OSL - CDG,2025-05-24 12:40:00,2025-05-24 16:10:00,2024-11-25,-181,OPEN,2,189,179,X,82.0,4,328.0,237.02,0.02,4,ACTIVATED
AW4637,VIE - CDG,2025-05-24 13:10:00,2025-05-24 15:15:00,2024-11-25,-180,OPEN,2,189,189,T,60.0,1,144.0,125.2,0.01,1,ACTIVATED
AW4634,CDG - VIE,2025-05-24 13:35:00,2025-05-24 15:45:00,2024-11-25,-180,OPEN,2,189,189,R,75.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3551,HEL - CDG,2025-05-24 13:40:00,2025-05-24 16:25:00,2024-11-25,-180,OPEN,2,189,189,X,116.0,53,5566.0,4402.65,0.28,53,ACTIVATED
AW3281,TLL - CDG,2025-05-24 14:40:00,2025-05-24 17:30:00,2024-11-25,-180,OPEN,2,189,189,G,69.0,22,1614.0,1108.0,0.12,22,SCHEDULED
AW7658,CDG - OSL,2025-05-24 15:20:00,2025-05-24 17:00:00,2024-11-25,-180,OPEN,2,189,189,X,86.0,1,86.0,46.74,0.01,1,ACTIVATED
AW3289,TLL - CDG,2025-05-24 16:00:00,2025-05-24 18:50:00,2024-11-25,-180,OPEN,2,186,186,X,109.0,12,828.0,552.0,0.06,12,SCHEDULED
AW4635,VIE - CDG,2025-05-24 16:40:00,2025-05-24 18:45:00,2024-11-25,-180,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7646,CDG - OSL,2025-05-24 16:45:00,2025-05-24 18:25:00,2024-11-25,-180,OPEN,2,186,186,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7659,OSL - CDG,2025-05-24 17:40:00,2025-05-24 21:10:00,2024-11-25,-181,OPEN,2,189,189,X,82.0,2,164.0,118.42,0.01,2,ACTIVATED
AW3422,CDG - TLL,2025-05-24 19:00:00,2025-05-24 23:45:00,2024-11-25,-180,OPEN,2,186,186,T,92.0,0,0.0,0.0,0.0,0,SCHEDULED
AW7647,OSL - CDG,2025-05-24 19:05:00,2025-05-24 22:35:00,2024-11-25,-181,OPEN,2,186,186,X,82.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7664,CDG - OSL,2025-05-24 20:45:00,2025-05-24 22:25:00,2024-11-25,-180,OPEN,2,189,189,R,75.0,5,375.0,178.7,0.03,5,ACTIVATED
AW4780,CDG - VIE,2025-05-24 21:15:00,2025-05-24 23:25:00,2024-11-25,-180,OPEN,2,189,189,T,66.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7668,CDG - OSL,2025-05-24 21:15:00,2025-05-24 22:55:00,2024-11-25,-180,OPEN,2,189,189,T,65.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4781,VIE - CDG,2025-05-25 06:00:00,2025-05-25 08:05:00,2024-11-25,-181,OPEN,2,189,189,R,70.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7669,OSL - CDG,2025-05-25 06:00:00,2025-05-25 09:30:00,2024-11-25,-182,OPEN,2,189,189,X,82.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7665,OSL - CDG,2025-05-25 06:30:00,2025-05-25 10:00:00,2024-11-25,-182,OPEN,2,189,189,X,82.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3423,TLL - CDG,2025-05-25 07:00:00,2025-05-25 09:50:00,2024-11-25,-181,OPEN,2,186,186,T,80.0,2,160.0,114.0,0.01,2,SCHEDULED
AW7640,CDG - OSL,2025-05-25 07:20:00,2025-05-25 09:00:00,2024-11-25,-181,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3280,CDG - TLL,2025-05-25 08:05:00,2025-05-25 12:50:00,2024-11-25,-181,OPEN,2,189,189,X,111.0,0,0.0,0.0,0.0,0,SCHEDULED
AW7641,OSL - CDG,2025-05-25 09:40:00,2025-05-25 13:10:00,2024-11-25,-182,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7658,CDG - OSL,2025-05-25 10:20:00,2025-05-25 12:00:00,2024-11-25,-181,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3288,CDG - TLL,2025-05-25 10:55:00,2025-05-25 15:40:00,2024-11-25,-181,OPEN,2,186,186,X,111.0,0,0.0,0.0,0.0,0,SCHEDULED
AW4638,CDG - VIE,2025-05-25 10:55:00,2025-05-25 13:05:00,2024-11-25,-181,OPEN,2,189,189,R,75.0,2,172.0,93.48,0.01,2,ACTIVATED
AW7659,OSL - CDG,2025-05-25 12:40:00,2025-05-25 16:10:00,2024-11-25,-182,OPEN,2,189,189,X,82.0,15,1230.0,890.85,0.08,15,ACTIVATED
AW3281,TLL - CDG,2025-05-25 13:45:00,2025-05-25 16:35:00,2024-11-25,-181,OPEN,2,189,189,T,80.0,15,1256.0,911.0,0.08,15,SCHEDULED
AW4639,VIE - CDG,2025-05-25 13:55:00,2025-05-25 16:00:00,2024-11-25,-181,OPEN,2,189,189,L,94.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4636,CDG - VIE,2025-05-25 14:35:00,2025-05-25 16:45:00,2024-11-25,-181,OPEN,2,189,189,R,75.0,5,395.0,233.05,0.03,5,ACTIVATED
AW3556,CDG - HEL,2025-05-25 14:45:00,2025-05-25 19:05:00,2024-11-25,-181,OPEN,2,189,183,K,154.0,8,1146.78,860.18,0.04,8,ACTIVATED
AW3558,CDG - HEL,2025-05-25 15:00:00,2025-05-25 19:20:00,2024-11-25,-181,OPEN,2,189,189,K,154.0,4,616.0,458.96,0.02,4,ACTIVATED
AW3289,TLL - CDG,2025-05-25 16:40:00,2025-05-25 19:30:00,2024-11-25,-181,OPEN,2,186,186,X,109.0,1,239.0,216.0,0.01,1,SCHEDULED
AW7646,CDG - OSL,2025-05-25 16:45:00,2025-05-25 18:25:00,2024-11-25,-181,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4637,VIE - CDG,2025-05-25 17:30:00,2025-05-25 19:35:00,2024-11-25,-181,OPEN,2,189,189,K,108.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3422,CDG - TLL,2025-05-25 19:00:00,2025-05-25 23:45:00,2024-11-25,-181,OPEN,2,186,186,R,100.0,19,1722.0,508.0,0.1,19,SCHEDULED
AW7647,OSL - CDG,2025-05-25 19:05:00,2025-05-25 22:35:00,2024-11-25,-182,OPEN,2,189,189,X,82.0,9,685.22,481.19,0.05,9,ACTIVATED
AW3557,HEL - CDG,2025-05-25 19:50:00,2025-05-25 22:35:00,2024-11-25,-181,OPEN,2,189,189,I,239.0,74,14664.0,13039.7,0.39,74,ACTIVATED
AW3559,HEL - CDG,2025-05-25 20:05:00,2025-05-25 22:50:00,2024-11-25,-181,OPEN,2,189,189,V,160.0,5,1028.0,918.25,0.03,5,ACTIVATED
AW7664,CDG - OSL,2025-05-25 20:45:00,2025-05-25 22:25:00,2024-11-25,-181,OPEN,2,189,189,X,86.0,2,172.0,93.48,0.01,2,ACTIVATED
AW7668,CDG - OSL,2025-05-25 21:15:00,2025-05-25 22:55:00,2024-11-25,-181,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4780,CDG - VIE,2025-05-25 21:25:00,2025-05-25 23:35:00,2024-11-25,-181,OPEN,2,189,189,R,75.0,9,780.0,474.75,0.05,9,ACTIVATED
AW7669,OSL - CDG,2025-05-26 05:55:00,2025-05-26 09:25:00,2024-11-25,-183,OPEN,2,189,189,K,111.0,34,2914.0,2139.14,0.18,34,ACTIVATED
AW4781,VIE - CDG,2025-05-26 06:00:00,2025-05-26 08:05:00,2024-11-25,-182,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7665,OSL - CDG,2025-05-26 06:30:00,2025-05-26 10:00:00,2024-11-25,-183,OPEN,2,189,189,R,69.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3423,TLL - CDG,2025-05-26 06:45:00,2025-05-26 09:35:00,2024-11-25,-182,OPEN,2,186,186,G,69.0,2,138.0,92.0,0.01,2,SCHEDULED
AW7640,CDG - OSL,2025-05-26 07:15:00,2025-05-26 08:55:00,2024-11-25,-182,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3284,CDG - TLL,2025-05-26 07:45:00,2025-05-26 12:30:00,2024-11-25,-182,OPEN,2,189,189,T,92.0,0,0.0,0.0,0.0,0,SCHEDULED
AW3550,CDG - HEL,2025-05-26 08:20:00,2025-05-26 12:40:00,2024-11-25,-182,OPEN,2,189,189,K,154.0,15,2830.0,2268.58,0.08,15,ACTIVATED
AW7641,OSL - CDG,2025-05-26 09:35:00,2025-05-26 13:05:00,2024-11-25,-183,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4632,CDG - VIE,2025-05-26 10:05:00,2025-05-26 12:15:00,2024-11-25,-182,OPEN,2,189,189,R,75.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3280,CDG - TLL,2025-05-26 10:10:00,2025-05-26 14:55:00,2024-11-25,-182,OPEN,2,186,186,R,100.0,5,705.0,411.15,0.03,5,SCHEDULED
AW7644,CDG - OSL,2025-05-26 11:10:00,2025-05-26 12:50:00,2024-11-25,-182,OPEN,2,189,189,X,86.0,1,128.0,88.74,0.01,1,ACTIVATED
AW4633,VIE - CDG,2025-05-26 13:05:00,2025-05-26 15:10:00,2024-11-25,-182,OPEN,2,189,189,V,124.0,64,7244.16,6040.96,0.34,64,ACTIVATED
