,SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
1525,AW7669,OSL - CDG,2025-07-16 06:30:00,2025-07-16 10:00:00,2024-11-25,-234,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
1515,AW3423,TLL - CDG,2025-07-16 06:45:00,2025-07-16 09:35:00,2024-11-25,-233,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
4560,AW7640,CDG - OSL,2025-07-16 07:15:00,2025-07-16 08:55:00,2024-11-25,-233,OPEN,2,186,186,L,131.0,3,451.0,333.22,0.02,3,ACTIVATED
4812,AW3550,CDG - HEL,2025-07-16 08:30:00,2025-07-16 12:50:00,2024-11-25,-233,OPEN,2,189,189,L,150.0,4,694.0,550.7,0.02,4,ACTIVATED
1523,AW7641,OSL - CDG,2025-07-16 09:35:00,2025-07-16 13:05:00,2024-11-25,-234,OPEN,2,186,186,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
1509,AW3284,CDG - TLL,2025-07-16 10:05:00,2025-07-16 14:50:00,2024-11-25,-233,OPEN,2,189,189,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
1520,AW4632,CDG - VIE,2025-07-16 10:15:00,2025-07-16 12:25:00,2024-11-25,-233,OPEN,2,189,189,T,66.0,0,0.0,0.0,0.0,0,ACTIVATED
1513,AW3288,CDG - TLL,2025-07-16 10:55:00,2025-07-16 15:40:00,2024-11-25,-233,OPEN,2,186,186,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
5464,AW7644,CDG - OSL,2025-07-16 11:50:00,2025-07-16 13:30:00,2024-11-25,-233,OPEN,2,189,189,Q,186.0,8,1268.0,988.27,0.04,8,ACTIVATED
1516,AW4633,VIE - CDG,2025-07-16 13:15:00,2025-07-16 15:20:00,2024-11-25,-233,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
5029,AW3551,HEL - CDG,2025-07-16 13:35:00,2025-07-16 16:20:00,2024-11-25,-233,OPEN,2,189,164,T,92.0,5,580.0,470.25,0.03,5,ACTIVATED
4279,AW7645,OSL - CDG,2025-07-16 14:10:00,2025-07-16 17:40:00,2024-11-25,-234,OPEN,2,189,189,T,57.0,2,162.0,116.78,0.01,2,ACTIVATED
1518,AW3558,CDG - HEL,2025-07-16 14:20:00,2025-07-16 18:40:00,2024-11-25,-233,OPEN,2,189,189,X,136.0,0,0.0,0.0,0.0,0,ACTIVATED
1511,AW3286,CDG - TLL,2025-07-16 14:20:00,2025-07-16 19:05:00,2024-11-25,-233,OPEN,2,186,186,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
1521,AW4636,CDG - VIE,2025-07-16 14:40:00,2025-07-16 16:50:00,2024-11-25,-233,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
1510,AW3285,TLL - CDG,2025-07-16 15:45:00,2025-07-16 18:35:00,2024-11-25,-233,OPEN,2,189,189,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
4277,AW3289,TLL - CDG,2025-07-16 16:40:00,2025-07-16 19:30:00,2024-11-25,-233,OPEN,2,186,186,R,93.0,2,186.0,140.0,0.01,2,SCHEDULED
5685,AW7646,CDG - OSL,2025-07-16 16:45:00,2025-07-16 18:25:00,2024-11-25,-233,OPEN,2,189,189,L,131.0,10,1399.0,1075.1,0.05,10,ACTIVATED
1517,AW4637,VIE - CDG,2025-07-16 17:40:00,2025-07-16 19:45:00,2024-11-25,-233,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
4811,AW3422,CDG - TLL,2025-07-16 19:00:00,2025-07-16 23:45:00,2024-11-25,-233,OPEN,2,186,186,X,203.0,4,812.0,546.96,0.02,4,SCHEDULED
4280,AW7647,OSL - CDG,2025-07-16 19:10:00,2025-07-16 22:40:00,2024-11-25,-234,OPEN,2,189,189,G,47.0,2,78.0,32.78,0.01,2,ACTIVATED
6092,AW3559,HEL - CDG,2025-07-16 19:25:00,2025-07-16 22:10:00,2024-11-25,-233,OPEN,2,189,189,T,92.0,16,2392.0,2040.8,0.08,16,ACTIVATED
1512,AW3287,TLL - CDG,2025-07-16 20:00:00,2025-07-16 22:50:00,2024-11-25,-233,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
5770,AW7664,CDG - OSL,2025-07-16 20:45:00,2025-07-16 22:25:00,2024-11-25,-233,OPEN,2,189,189,R,98.0,11,1243.0,811.14,0.06,11,ACTIVATED
1519,AW7668,CDG - OSL,2025-07-16 21:15:00,2025-07-16 22:55:00,2024-11-25,-233,OPEN,2,189,189,R,98.0,0,0.0,0.0,0.0,0,ACTIVATED
1522,AW4780,CDG - VIE,2025-07-16 21:20:00,2025-07-16 23:30:00,2024-11-25,-233,OPEN,2,189,189,T,66.0,0,0.0,0.0,0.0,0,ACTIVATED
1543,AW7665,OSL - CDG,2025-07-17 06:00:00,2025-07-17 09:30:00,2024-11-25,-235,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
1531,AW4781,VIE - CDG,2025-07-17 06:00:00,2025-07-17 08:05:00,2024-11-25,-234,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
1544,AW7669,OSL - CDG,2025-07-17 06:30:00,2025-07-17 10:00:00,2024-11-25,-235,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
1529,AW3423,TLL - CDG,2025-07-17 06:45:00,2025-07-17 09:35:00,2024-11-25,-234,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
5329,AW7640,CDG - OSL,2025-07-17 07:15:00,2025-07-17 08:55:00,2024-11-25,-234,OPEN,2,186,186,L,131.0,7,871.0,616.79,0.04,7,ACTIVATED
1534,AW3550,CDG - HEL,2025-07-17 08:05:00,2025-07-17 12:30:00,2024-11-25,-234,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
1540,AW7641,OSL - CDG,2025-07-17 09:35:00,2025-07-17 13:05:00,2024-11-25,-235,OPEN,2,186,186,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
4283,AW4632,CDG - VIE,2025-07-17 09:45:00,2025-07-17 11:55:00,2024-11-25,-234,OPEN,2,189,189,T,66.0,2,150.0,71.48,0.01,2,ACTIVATED
5771,AW4670,CDG - BUD,2025-07-17 10:05:00,2025-07-17 13:10:00,2024-11-25,-234,OPEN,2,189,99,K,178.0,11,1809.0,1397.75,0.11,11,SCHEDULED
4813,AW3288,CDG - TLL,2025-07-17 11:25:00,2025-07-17 16:10:00,2024-11-25,-234,OPEN,2,186,186,L,227.0,4,1408.0,1172.92,0.02,4,SCHEDULED
4282,AW7644,CDG - OSL,2025-07-17 11:50:00,2025-07-17 13:30:00,2024-11-25,-234,OPEN,2,189,189,K,150.0,2,356.0,277.48,0.01,2,ACTIVATED
4281,AW4633,VIE - CDG,2025-07-17 12:45:00,2025-07-17 14:50:00,2024-11-25,-234,OPEN,2,189,189,R,70.0,2,104.0,66.4,0.01,2,ACTIVATED
1533,AW3551,HEL - CDG,2025-07-17 13:15:00,2025-07-17 16:00:00,2024-11-25,-234,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
5772,AW4671,BUD - CDG,2025-07-17 13:55:00,2025-07-17 18:50:00,2024-11-25,-235,OPEN,2,189,99,Q,152.0,11,1380.0,1271.98,0.11,11,DEACTIVATED
1541,AW7645,OSL - CDG,2025-07-17 14:15:00,2025-07-17 17:45:00,2024-11-25,-235,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
1538,AW4636,CDG - VIE,2025-07-17 14:30:00,2025-07-17 16:40:00,2024-11-25,-234,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
1535,AW3556,CDG - HEL,2025-07-17 15:00:00,2025-07-17 19:20:00,2024-11-25,-234,OPEN,2,189,189,K,166.0,0,0.0,0.0,0.0,0,ACTIVATED
3904,AW7646,CDG - OSL,2025-07-17 15:20:00,2025-07-17 17:00:00,2024-11-25,-234,OPEN,2,189,189,L,131.0,1,114.0,74.74,0.01,1,ACTIVATED
1527,AW3289,TLL - CDG,2025-07-17 17:10:00,2025-07-17 20:00:00,2024-11-25,-234,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
1530,AW4637,VIE - CDG,2025-07-17 17:30:00,2025-07-17 19:35:00,2024-11-25,-234,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
1542,AW7647,OSL - CDG,2025-07-17 17:40:00,2025-07-17 21:10:00,2024-11-25,-235,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
1528,AW3422,CDG - TLL,2025-07-17 19:00:00,2025-07-17 23:45:00,2024-11-25,-234,OPEN,2,186,186,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
1526,AW3557,HEL - CDG,2025-07-17 20:05:00,2025-07-17 22:50:00,2024-11-25,-234,OPEN,2,189,189,T,92.0,0,0.0,0.0,0.0,0,ACTIVATED
1536,AW7664,CDG - OSL,2025-07-17 20:45:00,2025-07-17 22:25:00,2024-11-25,-234,OPEN,2,189,189,L,131.0,0,0.0,0.0,0.0,0,ACTIVATED
1537,AW7668,CDG - OSL,2025-07-17 21:15:00,2025-07-17 22:55:00,2024-11-25,-234,OPEN,2,189,189,L,131.0,0,0.0,0.0,0.0,0,ACTIVATED
1539,AW4780,CDG - VIE,2025-07-17 21:15:00,2025-07-17 23:25:00,2024-11-25,-234,OPEN,2,189,189,G,58.0,0,0.0,0.0,0.0,0,ACTIVATED
1532,AW3410,CDG - TLL,2025-07-17 22:40:00,2025-07-18 03:25:00,2024-11-25,-234,OPEN,2,189,189,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
1550,AW3411,TLL - CDG,2025-07-18 04:20:00,2025-07-18 07:10:00,2024-11-25,-235,OPEN,2,189,189,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
1562,AW7665,OSL - CDG,2025-07-18 06:00:00,2025-07-18 09:30:00,2024-11-25,-236,OPEN,2,189,189,G,47.0,0,0.0,0.0,0.0,0,ACTIVATED
1563,AW7669,OSL - CDG,2025-07-18 06:30:00,2025-07-18 10:00:00,2024-11-25,-236,OPEN,2,189,189,G,47.0,0,0.0,0.0,0.0,0,ACTIVATED
1551,AW3423,TLL - CDG,2025-07-18 06:35:00,2025-07-18 09:25:00,2024-11-25,-235,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
1554,AW4781,VIE - CDG,2025-07-18 06:55:00,2025-07-18 09:00:00,2024-11-25,-235,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
3905,AW7640,CDG - OSL,2025-07-18 07:20:00,2025-07-18 09:00:00,2024-11-25,-235,OPEN,2,186,186,L,131.0,1,171.0,138.61,0.01,1,ACTIVATED
4284,AW3550,CDG - HEL,2025-07-18 07:30:00,2025-07-18 11:50:00,2024-11-25,-235,OPEN,2,189,169,K,166.0,2,130.78,66.0,0.01,2,ACTIVATED
1546,AW3280,CDG - TLL,2025-07-18 09:05:00,2025-07-18 13:50:00,2024-11-25,-235,OPEN,2,186,186,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
1560,AW7641,OSL - CDG,2025-07-18 09:40:00,2025-07-18 13:10:00,2024-11-25,-236,OPEN,2,186,186,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
1558,AW4632,CDG - VIE,2025-07-18 10:05:00,2025-07-18 12:15:00,2024-11-25,-235,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
4285,AW7644,CDG - OSL,2025-07-18 11:10:00,2025-07-18 12:50:00,2024-11-25,-235,OPEN,2,189,189,V,168.0,2,248.0,183.22,0.01,2,ACTIVATED
5190,AW3551,HEL - CDG,2025-07-18 12:35:00,2025-07-18 15:20:00,2024-11-25,-235,OPEN,2,189,169,X,116.0,6,657.0,525.3,0.04,6,ACTIVATED
1552,AW4633,VIE - CDG,2025-07-18 13:05:00,2025-07-18 15:10:00,2024-11-25,-235,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
1548,AW3284,CDG - TLL,2025-07-18 13:25:00,2025-07-18 18:10:00,2024-11-25,-235,OPEN,2,189,189,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
5191,AW7645,OSL - CDG,2025-07-18 13:35:00,2025-07-18 17:05:00,2024-11-25,-236,OPEN,2,189,189,T,57.0,6,342.0,206.34,0.03,6,ACTIVATED
1547,AW3281,TLL - CDG,2025-07-18 14:50:00,2025-07-18 17:40:00,2024-11-25,-235,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
4815,AW3558,CDG - HEL,2025-07-18 14:55:00,2025-07-18 19:15:00,2024-11-25,-235,OPEN,2,189,189,K,166.0,4,664.0,506.96,0.02,4,ACTIVATED
1559,AW4636,CDG - VIE,2025-07-18 14:55:00,2025-07-18 17:05:00,2024-11-25,-235,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
1555,AW7648,CDG - OSL,2025-07-18 16:25:00,2025-07-18 18:05:00,2024-11-25,-235,OPEN,2,189,189,L,131.0,0,0.0,0.0,0.0,0,ACTIVATED
1553,AW4637,VIE - CDG,2025-07-18 17:55:00,2025-07-18 20:00:00,2024-11-25,-235,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
1561,AW7649,OSL - CDG,2025-07-18 18:45:00,2025-07-18 22:15:00,2024-11-25,-236,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
4814,AW3422,CDG - TLL,2025-07-18 19:00:00,2025-07-18 23:45:00,2024-11-25,-235,OPEN,2,186,186,L,227.0,4,488.0,222.96,0.02,4,SCHEDULED
1549,AW3285,TLL - CDG,2025-07-18 19:05:00,2025-07-18 21:55:00,2024-11-25,-235,OPEN,2,189,189,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
1545,AW3559,HEL - CDG,2025-07-18 20:00:00,2025-07-18 22:45:00,2024-11-25,-235,OPEN,2,189,189,T,92.0,0,0.0,0.0,0.0,0,ACTIVATED
1556,AW7664,CDG - OSL,2025-07-18 20:45:00,2025-07-18 22:25:00,2024-11-25,-235,OPEN,2,189,189,L,131.0,0,0.0,0.0,0.0,0,ACTIVATED
3906,AW4780,CDG - VIE,2025-07-18 21:10:00,2025-07-18 23:20:00,2024-11-25,-235,OPEN,2,189,189,T,66.0,1,75.0,35.74,0.01,1,ACTIVATED
1557,AW7668,CDG - OSL,2025-07-18 21:15:00,2025-07-18 22:55:00,2024-11-25,-235,OPEN,2,189,189,L,131.0,0,0.0,0.0,0.0,0,ACTIVATED
5586,AW7665,OSL - CDG,2025-07-19 05:55:00,2025-07-19 09:25:00,2024-11-25,-237,OPEN,2,189,189,T,57.0,9,433.0,229.51,0.05,9,ACTIVATED
4817,AW4781,VIE - CDG,2025-07-19 06:00:00,2025-07-19 08:05:00,2024-11-25,-236,OPEN,2,189,189,G,52.0,4,264.0,188.8,0.02,4,ACTIVATED
4816,AW4670,CDG - BUD,2025-07-19 06:15:00,2025-07-19 09:20:00,2024-11-25,-236,OPEN,2,186,96,K,178.0,4,968.0,838.44,0.04,4,SCHEDULED
3908,AW7669,OSL - CDG,2025-07-19 06:25:00,2025-07-19 09:55:00,2024-11-25,-237,OPEN,2,189,189,G,47.0,1,55.61,33.0,0.01,1,ACTIVATED
1569,AW3423,TLL - CDG,2025-07-19 06:45:00,2025-07-19 09:35:00,2024-11-25,-236,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
4561,AW3550,CDG - HEL,2025-07-19 08:35:00,2025-07-19 12:55:00,2024-11-25,-236,OPEN,2,189,189,K,166.0,3,591.0,493.83,0.02,3,ACTIVATED
1565,AW3280,CDG - TLL,2025-07-19 09:00:00,2025-07-19 13:45:00,2024-11-25,-236,OPEN,2,189,189,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
6574,AW4671,BUD - CDG,2025-07-19 10:05:00,2025-07-19 15:00:00,2024-11-25,-237,OPEN,2,186,96,Q,152.0,31,3353.0,3048.58,0.32,31,DEACTIVATED
1578,AW4636,CDG - VIE,2025-07-19 10:10:00,2025-07-19 12:20:00,2024-11-25,-236,OPEN,2,189,189,R,75.0,0,0.0,0.0,0.0,0,ACTIVATED
1567,AW3288,CDG - TLL,2025-07-19 10:15:00,2025-07-19 15:00:00,2024-11-25,-236,OPEN,2,186,186,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
1572,AW7644,CDG - OSL,2025-07-19 10:20:00,2025-07-19 12:00:00,2024-11-25,-236,OPEN,2,189,179,V,168.0,0,0.0,0.0,0.0,0,ACTIVATED
4286,AW7645,OSL - CDG,2025-07-19 12:40:00,2025-07-19 16:10:00,2024-11-25,-237,OPEN,2,189,179,R,69.0,2,138.0,92.78,0.01,2,ACTIVATED
1571,AW4637,VIE - CDG,2025-07-19 13:10:00,2025-07-19 15:15:00,2024-11-25,-236,OPEN,2,189,189,R,70.0,0,0.0,0.0,0.0,0,ACTIVATED
1577,AW4634,CDG - VIE,2025-07-19 13:35:00,2025-07-19 15:45:00,2024-11-25,-236,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
1564,AW3551,HEL - CDG,2025-07-19 13:40:00,2025-07-19 16:25:00,2024-11-25,-236,OPEN,2,189,189,L,129.0,0,0.0,0.0,0.0,0,ACTIVATED
1566,AW3281,TLL - CDG,2025-07-19 14:40:00,2025-07-19 17:30:00,2024-11-25,-236,OPEN,2,189,189,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
1574,AW7658,CDG - OSL,2025-07-19 15:20:00,2025-07-19 17:00:00,2024-11-25,-236,OPEN,2,189,189,V,168.0,0,0.0,0.0,0.0,0,ACTIVATED
1568,AW3289,TLL - CDG,2025-07-19 16:00:00,2025-07-19 18:50:00,2024-11-25,-236,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
1570,AW4635,VIE - CDG,2025-07-19 16:40:00,2025-07-19 18:45:00,2024-11-25,-236,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
1573,AW7646,CDG - OSL,2025-07-19 16:45:00,2025-07-19 18:25:00,2024-11-25,-236,OPEN,2,186,186,L,131.0,0,0.0,0.0,0.0,0,ACTIVATED
3907,AW7659,OSL - CDG,2025-07-19 17:40:00,2025-07-19 21:10:00,2024-11-25,-237,OPEN,2,189,189,T,57.0,1,57.0,34.21,0.01,1,ACTIVATED
5465,AW3422,CDG - TLL,2025-07-19 19:00:00,2025-07-19 23:45:00,2024-11-25,-236,OPEN,2,186,186,R,182.0,8,1456.0,925.92,0.04,8,SCHEDULED
1579,AW7647,OSL - CDG,2025-07-19 19:05:00,2025-07-19 22:35:00,2024-11-25,-237,OPEN,2,186,186,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
1575,AW7664,CDG - OSL,2025-07-19 20:45:00,2025-07-19 22:25:00,2024-11-25,-236,OPEN,2,189,189,K,150.0,0,0.0,0.0,0.0,0,ACTIVATED
5030,AW4780,CDG - VIE,2025-07-19 21:15:00,2025-07-19 23:25:00,2024-11-25,-236,OPEN,2,189,189,X,86.0,5,340.0,178.05,0.03,5,ACTIVATED
1576,AW7668,CDG - OSL,2025-07-19 21:15:00,2025-07-19 22:55:00,2024-11-25,-236,OPEN,2,189,189,K,150.0,0,0.0,0.0,0.0,0,ACTIVATED
1588,AW4781,VIE - CDG,2025-07-20 06:00:00,2025-07-20 08:05:00,2024-11-25,-237,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
1598,AW7669,OSL - CDG,2025-07-20 06:00:00,2025-07-20 09:30:00,2024-11-25,-238,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
1597,AW7665,OSL - CDG,2025-07-20 06:30:00,2025-07-20 10:00:00,2024-11-25,-238,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
1585,AW3423,TLL - CDG,2025-07-20 07:00:00,2025-07-20 09:50:00,2024-11-25,-237,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
1590,AW7640,CDG - OSL,2025-07-20 07:20:00,2025-07-20 09:00:00,2024-11-25,-237,OPEN,2,189,189,K,150.0,0,0.0,0.0,0.0,0,ACTIVATED
1581,AW3280,CDG - TLL,2025-07-20 08:05:00,2025-07-20 12:50:00,2024-11-25,-237,OPEN,2,189,189,R,182.0,0,0.0,0.0,0.0,0,SCHEDULED
4562,AW7641,OSL - CDG,2025-07-20 09:40:00,2025-07-20 13:10:00,2024-11-25,-238,OPEN,2,189,189,R,69.0,3,171.0,103.17,0.02,3,ACTIVATED
5032,AW7658,CDG - OSL,2025-07-20 10:20:00,2025-07-20 12:00:00,2024-11-25,-237,OPEN,2,189,189,K,150.0,5,455.0,293.05,0.03,5,ACTIVATED
1595,AW4638,CDG - VIE,2025-07-20 10:55:00,2025-07-20 13:05:00,2024-11-25,-237,OPEN,2,189,189,R,75.0,0,0.0,0.0,0.0,0,ACTIVATED
1583,AW3288,CDG - TLL,2025-07-20 10:55:00,2025-07-20 15:40:00,2024-11-25,-237,OPEN,2,186,186,R,182.0,0,0.0,0.0,0.0,0,SCHEDULED
5192,AW7659,OSL - CDG,2025-07-20 12:40:00,2025-07-20 16:10:00,2024-11-25,-238,OPEN,2,189,189,X,82.0,6,555.0,418.8,0.03,6,ACTIVATED
1582,AW3281,TLL - CDG,2025-07-20 13:45:00,2025-07-20 16:35:00,2024-11-25,-237,OPEN,2,189,189,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
1587,AW4639,VIE - CDG,2025-07-20 13:55:00,2025-07-20 16:00:00,2024-11-25,-237,OPEN,2,189,189,R,70.0,0,0.0,0.0,0.0,0,ACTIVATED
1594,AW4636,CDG - VIE,2025-07-20 14:35:00,2025-07-20 16:45:00,2024-11-25,-237,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
4288,AW3556,CDG - HEL,2025-07-20 14:45:00,2025-07-20 19:05:00,2024-11-25,-237,OPEN,2,189,189,L,150.0,2,406.0,327.48,0.01,2,ACTIVATED
1589,AW3558,CDG - HEL,2025-07-20 15:00:00,2025-07-20 19:20:00,2024-11-25,-237,OPEN,2,189,189,L,150.0,0,0.0,0.0,0.0,0,ACTIVATED
5031,AW3289,TLL - CDG,2025-07-20 16:40:00,2025-07-20 19:30:00,2024-11-25,-237,OPEN,2,186,186,X,109.0,5,545.0,430.0,0.03,5,SCHEDULED
1591,AW7646,CDG - OSL,2025-07-20 16:45:00,2025-07-20 18:25:00,2024-11-25,-237,OPEN,2,189,189,L,131.0,0,0.0,0.0,0.0,0,ACTIVATED
1586,AW4637,VIE - CDG,2025-07-20 17:30:00,2025-07-20 19:35:00,2024-11-25,-237,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
1584,AW3422,CDG - TLL,2025-07-20 19:00:00,2025-07-20 23:45:00,2024-11-25,-237,OPEN,2,186,186,T,164.0,0,0.0,0.0,0.0,0,SCHEDULED
4818,AW7647,OSL - CDG,2025-07-20 19:05:00,2025-07-20 22:35:00,2024-11-25,-238,OPEN,2,189,189,R,69.0,4,264.0,173.02,0.02,4,ACTIVATED
4287,AW3557,HEL - CDG,2025-07-20 19:50:00,2025-07-20 22:35:00,2024-11-25,-237,OPEN,2,189,189,L,129.0,2,452.0,408.1,0.01,2,ACTIVATED
1580,AW3559,HEL - CDG,2025-07-20 20:05:00,2025-07-20 22:50:00,2024-11-25,-237,OPEN,2,189,189,L,129.0,0,0.0,0.0,0.0,0,ACTIVATED
1592,AW7664,CDG - OSL,2025-07-20 20:45:00,2025-07-20 22:25:00,2024-11-25,-237,OPEN,2,189,189,L,131.0,0,0.0,0.0,0.0,0,ACTIVATED
1593,AW7668,CDG - OSL,2025-07-20 21:15:00,2025-07-20 22:55:00,2024-11-25,-237,OPEN,2,189,189,V,168.0,0,0.0,0.0,0.0,0,ACTIVATED
1596,AW4780,CDG - VIE,2025-07-20 21:25:00,2025-07-20 23:35:00,2024-11-25,-237,OPEN,2,189,189,R,75.0,0,0.0,0.0,0.0,0,ACTIVATED
1612,AW7669,OSL - CDG,2025-07-21 05:55:00,2025-07-21 09:25:00,2024-11-25,-239,OPEN,2,189,189,G,47.0,0,0.0,0.0,0.0,0,ACTIVATED
1605,AW4781,VIE - CDG,2025-07-21 06:00:00,2025-07-21 08:05:00,2024-11-25,-238,OPEN,2,189,189,R,70.0,0,0.0,0.0,0.0,0,ACTIVATED
1611,AW7665,OSL - CDG,2025-07-21 06:30:00,2025-07-21 10:00:00,2024-11-25,-239,OPEN,2,189,189,G,47.0,0,0.0,0.0,0.0,0,ACTIVATED
1603,AW3423,TLL - CDG,2025-07-21 06:45:00,2025-07-21 09:35:00,2024-11-25,-238,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
1607,AW7640,CDG - OSL,2025-07-21 07:15:00,2025-07-21 08:55:00,2024-11-25,-238,OPEN,2,189,189,K,150.0,0,0.0,0.0,0.0,0,ACTIVATED
1600,AW3284,CDG - TLL,2025-07-21 07:45:00,2025-07-21 12:30:00,2024-11-25,-238,OPEN,2,186,186,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
5330,AW3550,CDG - HEL,2025-07-21 08:20:00,2025-07-21 12:40:00,2024-11-25,-238,OPEN,2,189,189,V,184.0,7,1539.0,1291.66,0.04,7,ACTIVATED
3912,AW7641,OSL - CDG,2025-07-21 09:35:00,2025-07-21 13:05:00,2024-11-25,-239,OPEN,2,189,189,R,69.0,1,99.0,76.39,0.01,1,ACTIVATED
5587,AW4632,CDG - VIE,2025-07-21 10:05:00,2025-07-21 12:15:00,2024-11-25,-238,OPEN,2,189,189,X,86.0,9,1098.0,744.66,0.05,9,ACTIVATED
1599,AW3280,CDG - TLL,2025-07-21 10:10:00,2025-07-21 14:55:00,2024-11-25,-238,OPEN,2,186,186,X,203.0,0,0.0,0.0,0.0,0,SCHEDULED
4289,AW7644,CDG - OSL,2025-07-21 11:10:00,2025-07-21 12:50:00,2024-11-25,-238,OPEN,2,189,189,K,150.0,2,325.0,260.22,0.01,2,ACTIVATED
5033,AW4633,VIE - CDG,2025-07-21 13:05:00,2025-07-21 15:10:00,2024-11-25,-238,OPEN,2,189,189,T,60.0,5,750.0,656.0,0.03,5,ACTIVATED
1601,AW3285,TLL - CDG,2025-07-21 13:25:00,2025-07-21 16:15:00,2024-11-25,-238,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
5773,AW3551,HEL - CDG,2025-07-21 13:25:00,2025-07-21 16:10:00,2024-11-25,-238,OPEN,2,189,189,T,92.0,11,1469.0,1227.55,0.06,11,ACTIVATED
5466,AW7645,OSL - CDG,2025-07-21 13:35:00,2025-07-21 17:05:00,2024-11-25,-239,OPEN,2,189,189,T,57.0,8,463.79,282.55,0.04,8,ACTIVATED
1608,AW4634,CDG - VIE,2025-07-21 14:30:00,2025-07-21 16:40:00,2024-11-25,-238,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
