,SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
17347,AW7645,OSL - CDG,2024-09-16 13:35:00,2024-09-16 17:05:00,2024-09-18,1,OPEN,2,189,193,Z,359.0,193,23184.13,18881.96,1.0,193,ACTIVATED
17027,AW4634,CDG - VIE,2024-09-16 14:40:00,2024-09-16 16:45:00,2024-09-17,1,OPEN,2,189,192,M,167.0,192,15526.0,9310.88,1.0,192,ACTIVATED
12572,AW3558,CDG - HEL,2024-09-16 14:50:00,2024-09-16 19:15:00,2024-09-17,1,OPEN,2,189,190,J,369.0,183,28586.0,22678.29,0.96,183,ACTIVATED
15044,AW3916,CDG - ZAG,2024-09-16 15:10:00,2024-09-16 17:05:00,2024-09-17,1,OPEN,2,189,191,S,237.0,189,16786.0,10689.01,0.99,189,DEACTIVATED
16489,AW7648,CDG - OSL,2024-09-16 16:50:00,2024-09-16 18:30:00,2024-09-17,1,OPEN,2,189,192,K,104.0,191,12036.17,5849.68,0.99,191,ACTIVATED
9390,AW7928,CDG - CPH,2024-09-16 17:20:00,2024-09-16 18:20:00,2024-09-17,1,OPEN,2,189,189,T,56.0,153,8640.87,3563.97,0.81,153,DEACTIVATED
15137,AW4635,VIE - CDG,2024-09-16 17:30:00,2024-09-16 19:35:00,2024-09-17,1,OPEN,2,189,189,M,177.0,189,16460.4,12908.48,1.0,189,ACTIVATED
15889,AW3917,ZAG - CDG,2024-09-16 17:55:00,2024-09-16 20:10:00,2024-09-17,1,OPEN,2,189,191,D,192.0,190,16097.12,10140.05,0.99,190,DEACTIVATED
8073,AW7929,CPH - CDG,2024-09-16 19:05:00,2024-09-16 22:05:00,2024-09-18,1,OPEN,2,189,190,G,59.0,119,8350.56,3046.14,0.63,119,DEACTIVATED
16951,AW7649,OSL - CDG,2024-09-16 19:10:00,2024-09-16 22:40:00,2024-09-18,1,OPEN,2,189,193,J,329.0,192,24028.42,19794.55,0.99,192,ACTIVATED
10745,AW3422,CDG - TLL,2024-09-16 19:15:00,2024-09-17 00:05:00,2024-09-17,1,OPEN,2,189,192,G,95.0,172,16051.77,5947.73,0.9,172,DEACTIVATED
12845,AW3559,HEL - CDG,2024-09-16 20:00:00,2024-09-16 22:45:00,2024-09-17,1,OPEN,2,189,191,B,289.0,184,37894.0,33870.2,0.96,184,ACTIVATED
15254,AW7664,CDG - OSL,2024-09-16 20:55:00,2024-09-16 22:35:00,2024-09-17,1,OPEN,2,189,189,R,69.0,189,10178.0,4056.29,1.0,189,ACTIVATED
3149,AW7660,CDG - OSL,2024-09-16 20:55:00,2024-09-16 22:35:00,2024-09-17,1,CANCELLED,2,189,189,R,67.0,0,0.0,0.0,0.0,0,UNAVAILABLE
14251,AW3950,CDG - ZAG,2024-09-16 21:20:00,2024-09-16 23:15:00,2024-09-17,1,OPEN,2,189,191,M,128.0,188,9840.0,3755.04,0.98,188,DEACTIVATED
13865,AW7668,CDG - OSL,2024-09-16 21:25:00,2024-09-16 23:05:00,2024-09-17,1,OPEN,2,189,189,X,80.0,187,9448.0,3391.47,0.99,187,ACTIVATED
3151,AW7662,CDG - OSL,2024-09-16 21:25:00,2024-09-16 23:05:00,2024-09-17,1,CANCELLED,2,189,189,R,67.0,0,0.0,0.0,0.0,0,UNAVAILABLE
14390,AW4780,CDG - VIE,2024-09-16 21:25:00,2024-09-16 23:30:00,2024-09-17,1,OPEN,2,189,191,M,167.0,188,15229.0,9154.18,0.98,188,ACTIVATED
16940,AW4781,VIE - CDG,2024-09-17 06:00:00,2024-09-17 08:05:00,2024-09-18,1,OPEN,2,189,192,Q,141.0,192,14788.0,11188.12,1.0,192,ACTIVATED
3156,AW7661,OSL - CDG,2024-09-17 06:00:00,2024-09-17 09:30:00,2024-09-19,1,CANCELLED,2,189,189,T,54.0,0,0.0,0.0,0.0,0,UNAVAILABLE
14318,AW7669,OSL - CDG,2024-09-17 06:00:00,2024-09-17 09:30:00,2024-09-19,1,OPEN,2,189,189,Z,359.0,188,12702.61,8479.23,0.99,188,ACTIVATED
17292,AW3951,ZAG - CDG,2024-09-17 06:30:00,2024-09-17 08:45:00,2024-09-18,1,OPEN,2,189,193,A,33.0,193,9394.12,3320.29,1.0,193,DEACTIVATED
3158,AW7663,OSL - CDG,2024-09-17 06:30:00,2024-09-17 10:00:00,2024-09-19,1,CANCELLED,2,189,189,T,54.0,0,0.0,0.0,0.0,0,UNAVAILABLE
15186,AW7665,OSL - CDG,2024-09-17 06:30:00,2024-09-17 10:00:00,2024-09-19,1,OPEN,2,189,189,B,254.0,189,13778.0,9528.11,1.0,189,ACTIVATED
15047,AW3423,TLL - CDG,2024-09-17 06:45:00,2024-09-17 09:35:00,2024-09-18,1,OPEN,2,189,189,G,86.0,189,24708.0,20366.0,1.0,189,DEACTIVATED
16981,AW7640,CDG - OSL,2024-09-17 07:15:00,2024-09-17 08:55:00,2024-09-18,1,OPEN,2,189,192,L,91.0,192,10832.0,4615.0,1.0,192,ACTIVATED
16526,AW3552,CDG - HEL,2024-09-17 08:15:00,2024-09-17 12:40:00,2024-09-18,1,OPEN,2,189,191,L,137.0,191,22186.78,16003.31,1.0,191,ACTIVATED
13827,AW7641,OSL - CDG,2024-09-17 09:35:00,2024-09-17 13:05:00,2024-09-19,1,OPEN,2,189,193,Y,389.0,187,17499.0,13321.63,0.97,187,ACTIVATED
15892,AW3288,CDG - TLL,2024-09-17 09:50:00,2024-09-17 14:35:00,2024-09-18,1,OPEN,2,189,189,A,79.0,190,21861.0,10758.17,1.01,190,DEACTIVATED
17554,AW4632,CDG - VIE,2024-09-17 10:10:00,2024-09-17 12:15:00,2024-09-18,1,OPEN,2,189,194,I,186.0,194,16783.0,10499.44,1.0,194,ACTIVATED
17291,AW3916,CDG - ZAG,2024-09-17 10:40:00,2024-09-17 12:40:00,2024-09-18,1,OPEN,2,189,193,G,46.0,193,13982.38,7745.39,1.0,193,DEACTIVATED
16527,AW3558,CDG - HEL,2024-09-17 11:25:00,2024-09-17 15:50:00,2024-09-18,1,OPEN,2,189,191,K,151.0,191,21814.78,15633.33,1.0,191,ACTIVATED
16982,AW7644,CDG - OSL,2024-09-17 11:50:00,2024-09-17 13:30:00,2024-09-18,1,OPEN,2,189,192,Q,135.0,192,13617.39,7400.39,1.0,192,ACTIVATED
13104,AW4633,VIE - CDG,2024-09-17 13:05:00,2024-09-17 15:10:00,2024-09-18,1,OPEN,2,189,192,Q,141.0,185,13051.0,9573.84,0.96,185,ACTIVATED
12566,AW3553,HEL - CDG,2024-09-17 13:25:00,2024-09-17 16:10:00,2024-09-18,1,OPEN,2,189,189,Q,185.0,183,29760.7,25786.35,0.97,183,ACTIVATED
15045,AW3917,ZAG - CDG,2024-09-17 13:30:00,2024-09-17 15:45:00,2024-09-18,1,OPEN,2,189,192,I,135.0,189,12736.0,6789.79,0.98,189,DEACTIVATED
16952,AW7645,OSL - CDG,2024-09-17 14:15:00,2024-09-17 17:45:00,2024-09-19,1,OPEN,2,189,193,F,232.0,192,19885.58,15710.33,0.99,192,ACTIVATED
3153,AW7646,CDG - OSL,2024-09-17 14:20:00,2024-09-17 16:00:00,2024-09-18,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
15046,AW3289,TLL - CDG,2024-09-17 15:35:00,2024-09-17 18:25:00,2024-09-18,1,OPEN,2,189,189,T,99.0,189,28854.0,24522.0,1.0,189,DEACTIVATED
7571,AW7908,CDG - BER,2024-09-17 16:00:00,2024-09-17 17:00:00,2024-09-18,1,OPEN,2,189,193,X,78.0,98,6392.94,3145.79,0.51,98,DEACTIVATED
11915,AW3559,HEL - CDG,2024-09-17 16:35:00,2024-09-17 19:20:00,2024-09-18,1,OPEN,2,189,189,X,122.0,180,27890.8,24022.3,0.95,180,ACTIVATED
3154,AW7647,OSL - CDG,2024-09-17 16:40:00,2024-09-17 20:10:00,2024-09-19,1,CANCELLED,2,189,159,,,0,0.0,0.0,0.0,0,UNAVAILABLE
15981,AW7648,CDG - OSL,2024-09-17 16:45:00,2024-09-17 18:25:00,2024-09-18,1,OPEN,2,189,191,Q,135.0,190,10875.0,4725.46,0.99,190,ACTIVATED
7735,AW7909,BER - CDG,2024-09-17 17:40:00,2024-09-17 20:35:00,2024-09-19,1,OPEN,2,189,189,R,50.0,106,4423.28,2977.44,0.56,106,DEACTIVATED
3024,AW4638,CDG - VIE,2024-09-17 17:50:00,2024-09-17 19:55:00,2024-09-18,1,CANCELLED,2,189,189,X,80.0,0,0.0,0.0,0.0,0,UNAVAILABLE
8485,AW7649,OSL - CDG,2024-09-17 19:05:00,2024-09-17 22:35:00,2024-09-19,1,OPEN,2,189,138,J,329.0,132,13896.66,10964.79,0.96,132,ACTIVATED
8604,AW3422,CDG - TLL,2024-09-17 19:15:00,2024-09-18 00:05:00,2024-09-18,1,OPEN,2,189,189,T,107.0,135,12055.0,4121.25,0.71,135,DEACTIVATED
2948,AW4639,VIE - CDG,2024-09-17 20:40:00,2024-09-17 22:45:00,2024-09-18,1,CANCELLED,2,189,189,G,51.0,0,0.0,0.0,0.0,0,UNAVAILABLE
15982,AW7664,CDG - OSL,2024-09-17 20:55:00,2024-09-17 22:35:00,2024-09-18,1,OPEN,2,189,192,L,91.0,190,9229.39,3077.21,0.99,190,ACTIVATED
3155,AW7660,CDG - OSL,2024-09-17 20:55:00,2024-09-17 22:35:00,2024-09-18,1,CANCELLED,2,189,189,G,49.0,0,0.0,0.0,0.0,0,UNAVAILABLE
4897,AW3950,CDG - ZAG,2024-09-17 21:20:00,2024-09-17 23:15:00,2024-09-18,1,OPEN,2,189,193,A,39.0,4,156.0,26.44,0.02,4,DEACTIVATED
3157,AW7662,CDG - OSL,2024-09-17 21:25:00,2024-09-17 23:05:00,2024-09-18,1,CANCELLED,2,189,189,G,49.0,0,0.0,0.0,0.0,0,UNAVAILABLE
17365,AW4780,CDG - VIE,2024-09-17 21:30:00,2024-09-17 23:30:00,2024-09-18,1,OPEN,2,189,193,Q,134.0,193,14517.0,8283.49,1.0,193,ACTIVATED
8486,AW7668,CDG - OSL,2024-09-17 21:30:00,2024-09-17 23:05:00,2024-09-18,1,OPEN,2,189,192,R,69.0,132,6515.0,2239.52,0.69,132,ACTIVATED
3162,AW7661,OSL - CDG,2024-09-18 06:00:00,2024-09-18 09:30:00,2024-09-20,1,CANCELLED,2,189,189,A,30.0,0,0.0,0.0,0.0,0,UNAVAILABLE
14319,AW7665,OSL - CDG,2024-09-18 06:00:00,2024-09-18 09:30:00,2024-09-20,1,OPEN,2,189,189,B,254.0,188,13316.0,9073.12,0.99,188,ACTIVATED
17340,AW4781,VIE - CDG,2024-09-18 06:15:00,2024-09-18 08:20:00,2024-09-19,1,OPEN,2,189,194,M,177.0,193,13887.0,10263.22,0.99,193,ACTIVATED
5370,AW3951,ZAG - CDG,2024-09-18 06:30:00,2024-09-18 08:45:00,2024-09-19,1,OPEN,2,189,192,G,42.0,7,341.0,120.77,0.04,7,DEACTIVATED
14320,AW7669,OSL - CDG,2024-09-18 06:30:00,2024-09-18 10:00:00,2024-09-20,1,OPEN,2,189,189,F,232.0,188,14778.0,10527.32,0.99,188,ACTIVATED
3164,AW7663,OSL - CDG,2024-09-18 06:30:00,2024-09-18 10:00:00,2024-09-20,1,CANCELLED,2,189,189,A,30.0,0,0.0,0.0,0.0,0,UNAVAILABLE
16389,AW3423,TLL - CDG,2024-09-18 06:45:00,2024-09-18 09:35:00,2024-09-19,1,OPEN,2,189,194,M,264.0,191,24551.0,20158.0,0.98,191,DEACTIVATED
15255,AW7640,CDG - OSL,2024-09-18 07:15:00,2024-09-18 08:55:00,2024-09-19,1,OPEN,2,189,189,T,58.0,189,9573.0,3451.59,1.0,189,ACTIVATED
13487,AW3550,CDG - HEL,2024-09-18 08:25:00,2024-09-18 12:50:00,2024-09-19,1,OPEN,2,189,189,V,167.0,186,21364.84,15376.82,0.98,186,ACTIVATED
3159,AW7658,CDG - OSL,2024-09-18 09:20:00,2024-09-18 11:00:00,2024-09-19,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
15893,AW3910,CDG - ZAG,2024-09-18 09:30:00,2024-09-18 11:30:00,2024-09-19,1,OPEN,2,189,190,N,43.0,190,13811.17,7668.35,1.0,190,DEACTIVATED
17348,AW7641,OSL - CDG,2024-09-18 09:35:00,2024-09-18 13:05:00,2024-09-20,1,OPEN,2,189,193,S,301.0,193,17569.22,13301.07,1.0,193,ACTIVATED
13158,AW4632,CDG - VIE,2024-09-18 10:20:00,2024-09-18 12:25:00,2024-09-19,1,OPEN,2,189,189,X,80.0,185,12009.39,6017.24,0.98,185,ACTIVATED
17293,AW3288,CDG - TLL,2024-09-18 10:55:00,2024-09-18 15:40:00,2024-09-19,1,OPEN,2,189,192,A,79.0,193,21778.96,10559.98,1.01,193,DEACTIVATED
3160,AW7659,OSL - CDG,2024-09-18 11:45:00,2024-09-18 15:15:00,2024-09-20,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
16983,AW7644,CDG - OSL,2024-09-18 11:50:00,2024-09-18 13:30:00,2024-09-19,1,OPEN,2,189,192,X,80.0,192,13828.68,7646.26,1.0,192,ACTIVATED
15048,AW3911,ZAG - CDG,2024-09-18 12:20:00,2024-09-18 14:35:00,2024-09-19,1,OPEN,2,189,192,I,135.0,189,13791.56,7857.77,0.98,189,DEACTIVATED
17338,AW4633,VIE - CDG,2024-09-18 13:15:00,2024-09-18 15:20:00,2024-09-19,1,OPEN,2,189,193,V,124.0,193,15326.8,11700.08,1.0,193,ACTIVATED
12567,AW3551,HEL - CDG,2024-09-18 13:35:00,2024-09-18 16:20:00,2024-09-19,1,OPEN,2,189,189,I,244.0,183,30027.76,26043.41,0.97,183,ACTIVATED
15958,AW7645,OSL - CDG,2024-09-18 14:10:00,2024-09-18 17:40:00,2024-09-20,1,OPEN,2,189,193,Y,389.0,190,20081.61,15895.0,0.98,190,ACTIVATED
11920,AW3558,CDG - HEL,2024-09-18 14:15:00,2024-09-18 18:40:00,2024-09-19,1,OPEN,2,189,189,T,101.0,180,19025.26,13199.2,0.95,180,ACTIVATED
12117,AW4636,CDG - VIE,2024-09-18 14:45:00,2024-09-18 16:50:00,2024-09-19,1,OPEN,2,189,189,K,104.0,181,12273.0,6410.41,0.96,181,ACTIVATED
16898,AW3289,TLL - CDG,2024-09-18 16:40:00,2024-09-18 19:30:00,2024-09-19,1,OPEN,2,189,193,F,325.0,192,30430.0,26014.0,0.99,192,DEACTIVATED
16984,AW7646,CDG - OSL,2024-09-18 16:45:00,2024-09-18 18:25:00,2024-09-19,1,OPEN,2,189,192,I,188.0,192,12043.0,5830.24,1.0,192,ACTIVATED
17339,AW4637,VIE - CDG,2024-09-18 17:35:00,2024-09-18 19:40:00,2024-09-19,1,OPEN,2,189,194,F,220.0,193,12801.0,9173.02,0.99,193,ACTIVATED
15187,AW7647,OSL - CDG,2024-09-18 19:10:00,2024-09-18 22:40:00,2024-09-20,1,OPEN,2,189,193,Z,359.0,189,21555.61,17374.01,0.98,189,ACTIVATED
8413,AW3422,CDG - TLL,2024-09-18 19:15:00,2024-09-19 00:05:00,2024-09-19,1,OPEN,2,189,189,G,95.0,130,11706.77,4066.67,0.69,130,DEACTIVATED
12568,AW3559,HEL - CDG,2024-09-18 19:25:00,2024-09-18 22:10:00,2024-09-19,1,OPEN,2,189,189,K,151.0,183,25168.95,21177.1,0.97,183,ACTIVATED
16985,AW7664,CDG - OSL,2024-09-18 20:55:00,2024-09-18 22:35:00,2024-09-19,1,OPEN,2,189,192,I,188.0,192,10636.78,4418.0,1.0,192,ACTIVATED
3161,AW7660,CDG - OSL,2024-09-18 20:55:00,2024-09-18 22:35:00,2024-09-19,1,CANCELLED,2,189,189,G,49.0,0,0.0,0.0,0.0,0,UNAVAILABLE
15894,AW3950,CDG - ZAG,2024-09-18 21:15:00,2024-09-18 23:15:00,2024-09-19,1,OPEN,2,189,190,T,51.0,190,10709.56,4568.12,1.0,190,DEACTIVATED
3163,AW7662,CDG - OSL,2024-09-18 21:25:00,2024-09-18 23:05:00,2024-09-19,1,CANCELLED,2,189,189,G,49.0,0,0.0,0.0,0.0,0,UNAVAILABLE
16986,AW7668,CDG - OSL,2024-09-18 21:25:00,2024-09-18 23:05:00,2024-09-19,1,OPEN,2,189,192,X,80.0,192,9445.0,3228.04,1.0,192,ACTIVATED
16013,AW4780,CDG - VIE,2024-09-18 21:25:00,2024-09-18 23:30:00,2024-09-19,1,OPEN,2,189,191,Q,134.0,190,13853.0,7723.22,0.99,190,ACTIVATED
3168,AW7661,OSL - CDG,2024-09-19 06:00:00,2024-09-19 09:30:00,2024-09-21,1,CANCELLED,2,189,189,R,67.0,0,0.0,0.0,0.0,0,UNAVAILABLE
15189,AW7665,OSL - CDG,2024-09-19 06:00:00,2024-09-19 09:30:00,2024-09-21,1,OPEN,2,189,189,I,209.0,189,15072.0,10826.01,1.0,189,ACTIVATED
16941,AW4781,VIE - CDG,2024-09-19 06:00:00,2024-09-19 08:05:00,2024-09-20,1,OPEN,2,189,193,H,158.0,192,13239.8,9634.2,0.99,192,ACTIVATED
15190,AW7669,OSL - CDG,2024-09-19 06:30:00,2024-09-19 10:00:00,2024-09-21,1,OPEN,2,189,189,F,232.0,189,15878.0,11604.71,1.0,189,ACTIVATED
3170,AW7663,OSL - CDG,2024-09-19 06:30:00,2024-09-19 10:00:00,2024-09-21,1,CANCELLED,2,189,189,R,67.0,0,0.0,0.0,0.0,0,UNAVAILABLE
7336,AW3951,ZAG - CDG,2024-09-19 06:30:00,2024-09-19 08:45:00,2024-09-20,1,OPEN,2,189,190,Q,94.0,81,6635.0,4085.54,0.43,81,DEACTIVATED
17509,AW3423,TLL - CDG,2024-09-19 06:45:00,2024-09-19 09:35:00,2024-09-20,1,OPEN,2,189,194,T,99.0,194,26447.0,21985.0,1.0,194,DEACTIVATED
14356,AW7640,CDG - OSL,2024-09-19 07:15:00,2024-09-19 08:55:00,2024-09-20,1,OPEN,2,186,189,L,91.0,188,11727.0,5638.18,0.99,188,ACTIVATED
16005,AW3550,CDG - HEL,2024-09-19 08:05:00,2024-09-19 12:30:00,2024-09-20,1,OPEN,2,189,190,I,243.0,190,24483.14,18332.8,1.0,190,ACTIVATED
12818,AW7641,OSL - CDG,2024-09-19 09:35:00,2024-09-19 13:05:00,2024-09-21,1,OPEN,2,186,186,F,232.0,184,19590.83,15459.84,0.99,184,ACTIVATED
12118,AW4632,CDG - VIE,2024-09-19 09:45:00,2024-09-19 11:50:00,2024-09-20,1,OPEN,2,189,184,Q,134.0,181,14491.78,8636.25,0.98,181,ACTIVATED
13770,AW4670,CDG - BUD,2024-09-19 10:05:00,2024-09-19 13:10:00,2024-09-20,1,OPEN,2,189,191,H,154.0,187,14678.39,8632.24,0.98,187,DEACTIVATED
16899,AW3288,CDG - TLL,2024-09-19 11:25:00,2024-09-19 16:10:00,2024-09-20,1,OPEN,2,189,192,A,79.0,192,25110.34,13830.5,1.0,192,DEACTIVATED
16987,AW7644,CDG - OSL,2024-09-19 11:50:00,2024-09-19 13:30:00,2024-09-20,1,OPEN,2,189,192,I,188.0,192,15821.78,9603.4,1.0,192,ACTIVATED
15138,AW4633,VIE - CDG,2024-09-19 12:40:00,2024-09-19 14:40:00,2024-09-20,1,OPEN,2,189,192,M,177.0,189,18336.0,14792.12,0.98,189,ACTIVATED
3165,AW7658,CDG - OSL,2024-09-19 12:45:00,2024-09-19 14:25:00,2024-09-20,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
12569,AW3551,HEL - CDG,2024-09-19 13:15:00,2024-09-19 16:00:00,2024-09-20,1,OPEN,2,189,189,F,267.0,183,28110.0,24098.15,0.97,183,ACTIVATED
12286,AW4671,BUD - CDG,2024-09-19 13:55:00,2024-09-19 18:45:00,2024-09-21,1,OPEN,2,189,189,H,168.0,182,26988.69,25217.65,0.96,182,DEACTIVATED
15959,AW7645,OSL - CDG,2024-09-19 14:15:00,2024-09-19 17:45:00,2024-09-21,1,OPEN,2,189,193,B,254.0,190,21401.22,17136.77,0.98,190,ACTIVATED
15310,AW3556,CDG - HEL,2024-09-19 14:55:00,2024-09-19 19:20:00,2024-09-20,1,OPEN,2,189,190,Q,185.0,189,19122.0,13002.41,0.99,189,ACTIVATED
7388,AW7928,CDG - CPH,2024-09-19 15:00:00,2024-09-19 16:00:00,2024-09-20,1,OPEN,2,189,193,G,49.0,85,5358.0,2513.9,0.44,85,DEACTIVATED
3166,AW7659,OSL - CDG,2024-09-19 15:10:00,2024-09-19 18:40:00,2024-09-21,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
14252,AW3916,CDG - ZAG,2024-09-19 15:25:00,2024-09-19 17:25:00,2024-09-20,1,OPEN,2,189,189,B,185.0,188,14875.96,8795.66,0.99,188,DEACTIVATED
15256,AW7646,CDG - OSL,2024-09-19 16:45:00,2024-09-19 18:25:00,2024-09-20,1,OPEN,2,189,189,D,253.0,189,14241.0,8119.29,1.0,189,ACTIVATED
8869,AW7929,CPH - CDG,2024-09-19 16:45:00,2024-09-19 19:45:00,2024-09-21,1,OPEN,2,189,191,T,66.0,142,11213.04,4850.32,0.74,142,DEACTIVATED
17294,AW3289,TLL - CDG,2024-09-19 17:10:00,2024-09-19 20:00:00,2024-09-20,1,OPEN,2,189,193,R,114.0,193,29083.0,24644.0,1.0,193,DEACTIVATED
16534,AW4638,CDG - VIE,2024-09-19 17:50:00,2024-09-19 19:55:00,2024-09-20,1,OPEN,2,189,191,I,186.0,191,17165.17,10983.32,1.0,191,ACTIVATED
7874,AW7908,CDG - BER,2024-09-19 18:15:00,2024-09-19 19:15:00,2024-09-20,1,OPEN,2,189,189,L,89.0,112,6996.0,3248.48,0.59,112,DEACTIVATED
14253,AW3917,ZAG - CDG,2024-09-19 18:15:00,2024-09-19 20:30:00,2024-09-20,1,OPEN,2,189,190,I,135.0,188,12975.0,7052.07,0.99,188,DEACTIVATED
15188,AW7647,OSL - CDG,2024-09-19 19:05:00,2024-09-19 22:35:00,2024-09-21,1,OPEN,2,189,189,B,254.0,189,19906.22,15662.18,1.0,189,ACTIVATED
9088,AW3422,CDG - TLL,2024-09-19 19:15:00,2024-09-20 00:05:00,2024-09-20,1,OPEN,2,189,189,T,107.0,147,13126.0,4486.81,0.78,147,DEACTIVATED
8447,AW7909,BER - CDG,2024-09-19 19:55:00,2024-09-19 22:50:00,2024-09-21,1,OPEN,2,189,190,Q,111.0,131,7115.0,5328.16,0.69,131,DEACTIVATED
3022,AW3557,HEL - CDG,2024-09-19 20:05:00,2024-09-19 22:50:00,2024-09-20,1,CANCELLED,2,189,189,H,203.0,0,0.0,0.0,0.0,0,UNAVAILABLE
11687,AW4639,VIE - CDG,2024-09-19 20:40:00,2024-09-19 22:45:00,2024-09-20,1,OPEN,2,189,189,R,71.0,179,11494.0,8128.81,0.95,179,ACTIVATED
16988,AW7664,CDG - OSL,2024-09-19 20:55:00,2024-09-19 22:35:00,2024-09-20,1,OPEN,2,189,192,Q,135.0,192,15392.56,9173.88,1.0,192,ACTIVATED
3167,AW7660,CDG - OSL,2024-09-19 20:55:00,2024-09-19 22:35:00,2024-09-20,1,CANCELLED,2,189,189,X,78.0,0,0.0,0.0,0.0,0,UNAVAILABLE
15049,AW3950,CDG - ZAG,2024-09-19 21:20:00,2024-09-19 23:15:00,2024-09-20,1,OPEN,2,189,189,R,57.0,189,13791.3,7677.79,1.0,189,DEACTIVATED
16014,AW4780,CDG - VIE,2024-09-19 21:20:00,2024-09-19 23:25:00,2024-09-20,1,OPEN,2,189,191,M,167.0,190,19527.0,13374.1,0.99,190,ACTIVATED
3169,AW7662,CDG - OSL,2024-09-19 21:25:00,2024-09-19 23:05:00,2024-09-20,1,CANCELLED,2,189,189,X,78.0,0,0.0,0.0,0.0,0,UNAVAILABLE
16989,AW7668,CDG - OSL,2024-09-19 21:25:00,2024-09-19 23:05:00,2024-09-20,1,OPEN,2,189,192,M,169.0,192,13899.0,7680.32,1.0,192,ACTIVATED
3172,AW7661,OSL - CDG,2024-09-20 06:00:00,2024-09-20 09:30:00,2024-09-22,1,CANCELLED,2,189,189,R,67.0,0,0.0,0.0,0.0,0,UNAVAILABLE
15192,AW7665,OSL - CDG,2024-09-20 06:00:00,2024-09-20 09:30:00,2024-09-22,1,OPEN,2,189,189,M,187.0,189,14434.0,10180.21,1.0,189,ACTIVATED
10132,AW3951,ZAG - CDG,2024-09-20 06:30:00,2024-09-20 08:45:00,2024-09-21,1,OPEN,2,189,191,Q,94.0,165,11703.0,6516.99,0.86,165,DEACTIVATED
3174,AW7663,OSL - CDG,2024-09-20 06:30:00,2024-09-20 10:00:00,2024-09-22,1,CANCELLED,2,189,189,X,81.0,0,0.0,0.0,0.0,0,UNAVAILABLE
15193,AW7669,OSL - CDG,2024-09-20 06:30:00,2024-09-20 10:00:00,2024-09-22,1,OPEN,2,189,189,B,254.0,189,14704.22,10464.08,1.0,189,ACTIVATED
14254,AW3423,TLL - CDG,2024-09-20 06:45:00,2024-09-20 09:35:00,2024-09-21,1,OPEN,2,189,189,D,390.0,188,24187.0,19863.0,0.99,188,DEACTIVATED
16942,AW4781,VIE - CDG,2024-09-20 06:55:00,2024-09-20 09:00:00,2024-09-21,1,OPEN,2,189,194,K,109.0,192,13875.0,10268.46,0.99,192,ACTIVATED
15257,AW7640,CDG - OSL,2024-09-20 07:20:00,2024-09-20 09:00:00,2024-09-21,1,OPEN,2,186,189,H,151.0,189,18111.39,11990.08,1.0,189,ACTIVATED
10766,AW3550,CDG - HEL,2024-09-20 07:25:00,2024-09-20 11:50:00,2024-09-21,1,OPEN,2,189,173,B,289.0,172,27075.58,21514.34,0.99,172,ACTIVATED
13395,AW3280,CDG - TLL,2024-09-20 09:00:00,2024-09-20 13:45:00,2024-09-21,1,OPEN,2,189,193,X,136.0,186,23800.99,12874.27,0.96,186,DEACTIVATED
15191,AW7641,OSL - CDG,2024-09-20 09:40:00,2024-09-20 13:10:00,2024-09-22,1,OPEN,2,186,189,D,278.0,189,17397.61,13178.95,1.0,189,ACTIVATED
16015,AW4632,CDG - VIE,2024-09-20 10:10:00,2024-09-20 12:15:00,2024-09-21,1,OPEN,2,189,190,B,227.0,190,19693.39,13549.57,1.0,190,ACTIVATED
12562,AW7644,CDG - OSL,2024-09-20 11:10:00,2024-09-20 12:50:00,2024-09-21,1,OPEN,2,189,191,M,169.0,183,23632.21,17711.66,0.96,183,ACTIVATED
15999,AW3551,HEL - CDG,2024-09-20 12:35:00,2024-09-20 15:20:00,2024-09-21,1,OPEN,2,189,190,Q,185.0,190,34256.0,30120.5,1.0,190,ACTIVATED
17532,AW4633,VIE - CDG,2024-09-20 13:05:00,2024-09-20 15:10:00,2024-09-21,1,OPEN,2,189,194,Q,141.0,194,15012.0,11371.66,1.0,194,ACTIVATED
16953,AW7645,OSL - CDG,2024-09-20 13:35:00,2024-09-20 17:05:00,2024-09-22,1,OPEN,2,189,192,B,254.0,192,20557.8,16281.03,1.0,192,ACTIVATED
16391,AW3281,TLL - CDG,2024-09-20 14:45:00,2024-09-20 17:35:00,2024-09-21,1,OPEN,2,189,192,B,356.0,191,31293.0,26900.0,0.99,191,DEACTIVATED
14383,AW3558,CDG - HEL,2024-09-20 14:50:00,2024-09-20 19:15:00,2024-09-21,1,OPEN,2,189,190,Q,185.0,188,23154.0,17070.24,0.99,188,ACTIVATED
